Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-03,981.3380737304688,344.9521484375,629.2447509765625,703.7971801757812,1846.479248046875,1004.3775589537813,360.56367988365264,638.5280612603058,712.1743430248467,1862.3617538738226,974.8102313023517,342.0038218268745,624.2667725751999,700.0079914073342,1822.881038316231,979.1781219907832,345.9671282296333,637.4517282897106,705.326524994927,1851.623087368755,25273044,69689299,11378568,25381289,3699799
2020-06-04,961.6105346679688,336.252197265625,634.805908203125,721.2134399414062,1887.4488525390625,997.3696774131216,350.8970690404373,636.3307090410492,725.6417171069352,1895.0742261954579,951.4347267828798,333.9805436734741,625.6123221076364,703.500391656106,1847.0205583169302,986.9060048635841,345.0971174860499,629.6485306373631,704.8699189650296,1847.0205583169302,27137941,57061575,10782424,34202350,4048593
2020-06-05,991.9938354492188,345.2904357910156,631.038818359375,722.0808715820312,1848.374267578125,1000.681688412997,347.9970678520564,638.3488629405476,738.652618259639,1893.269480473041,962.6665017484656,335.43050706850994,628.3928482796789,718.4286777096928,1841.2001017416324,962.9544836020156,338.33048263394375,634.1332560883557,728.1526061592812,1887.4941040262204,17597992,37251097,7718679,33076685,3573289
2020-06-08,975.2423095703125,347.8037414550781,646.5557250976562,716.5112915039062,1869.5810546875,1023.9612248388102,361.28864029765754,650.9955653420259,738.8352586397003,1890.5622346182274,966.1225126235001,341.3754678688612,631.4423886867226,714.456970184844,1860.8728251224177,1017.5773435390633,354.3286867982465,634.7162241054448,738.8352586397003,1875.4467609046926,24906332,46827341,10719105,31414953,2957841
2020-06-09,947.7868041992188,336.9288330078125,643.640625,701.7427978515625,1869.8519287109375,985.6579694555916,357.03534897784425,654.4038465200306,722.6743541117436,1891.013549035556,940.3469704877206,333.73887152462515,641.3534513759085,699.848233657609,1859.2033712242921,979.1781142875124,348.0454065705444,645.7932912018364,712.3112769502599,1861.7753460675483,30922073,47621969,10078029,25857161,2909439
2020-06-10,952.1547241210938,341.23052978515625,642.0709838867188,717.7211303710938,1902.970458984375,959.8345527045132,344.9521717748977,645.2999831661305,721.0993946493797,1923.9516389115292,939.0510517560997,333.7872458056734,636.1063981842325,703.066770206238,1871.160282965786,950.3787871981549,336.9288866606359,641.3086109323914,704.4591200806245,1874.3639050394668,18248865,36292403,7263049,22132647,5168397
2020-06-11,929.8352661132812,329.8722229003906,631.3974609375,701.9939575195312,1865.880859375,948.8428896268151,342.39046264638506,639.8735083980874,715.803706785638,1899.586194225734,926.3793665248814,328.7605714924633,628.0787901903643,698.935267655585,1860.601856535796,945.5789388880914,340.6988102212548,638.6177773874178,714.9135109041925,1895.0741130042954,15448857,36999490,8825715,20385805,2269513
2020-06-12,943.4189453125,332.7239074707031,620.7239990234375,725.3222045898438,1840.4779052734375,947.1628851948789,334.6088740721015,623.5045310117424,727.2395912876017,1849.2312986610652,890.8601182905113,313.2940633865486,605.8797322972688,683.4134457446229,1814.7590426599081,890.8601182905113,313.3907351481772,606.1488019104388,684.7830335473732,1814.9394818430262,21322438,47509067,9795316,38548899,2842642
2020-06-15,911.8356323242188,320.0606689453125,616.687744140625,737.07763671875,1831.81494140625,935.0191385075589,330.83890645500685,631.80113408614,742.7385070954324,1858.0752347368361,905.2598024770308,314.6473748753973,614.6248042689367,712.6765255707526,1805.6899223993894,929.2592670177792,329.82392672318247,621.5760515992312,714.4569776504248,1840.1171276292948,16004968,43500660,7857344,53107403,2399022
2020-06-16,950.7627563476562,331.515625,628.9309692382812,738.515625,1846.163330078125,954.1706683991936,336.30056803865773,638.617858388517,752.5993021633205,1871.566261064504,913.8995574828027,315.1790687768703,627.0922630387471,723.7242711797245,1832.8075246339413,935.9790635984587,330.8389520854019,629.6485064448581,750.0656494688016,1863.4896791576016,22699985,57511237,10131760,51187003,2146528
2020-06-17,940.0590209960938,330.5489196777344,631.1284790039062,737.4428100585938,1847.96826171875,958.9226234604623,339.29716819732016,637.093065271427,746.6188787679677,1857.9400065365621,934.2991495373482,324.89396097442983,626.0607731969583,731.3938982299496,1828.7919141139162,949.4188121165552,327.31060747156175,627.7649719845816,734.2014806161491,1846.3438682112771,18478919,37107002,7291916,41782053,2703527
2020-06-18,979.1301879882812,340.2638244628906,640.322021484375,755.954833984375,1839.215087890625,983.8820937922992,342.8738144619274,642.7437025785913,760.1091820392156,1858.2560544362545,933.0992022493634,325.9572890980053,633.2362119457912,732.9917772990159,1827.573892747742,940.779031074461,328.6639213562012,635.2094802123846,733.6309263464753,1845.441783912006,20435063,39285919,6670195,40471557,1944389
2020-06-19,991.9938354492188,351.6704406738281,632.8326416015625,803.204833984375,1845.08056640625,1001.2576521200969,353.26545120787506,638.5282131680276,816.6265404017482,1886.0502933753362,971.6423365657938,337.55724655504315,628.7515972473755,758.7396013402719,1833.7101416931498,977.2102005733807,339.2972205011695,635.9270790989859,762.3917347258493,1842.7343057762853,23938876,51367236,22438862,105804173,5681758
2020-06-22,987.5780029296875,355.2953796386719,631.17333984375,797.1559448242188,1830.0550537109375,1004.0895882796835,362.7386631407259,635.6580160473512,823.6570218548786,1851.9838134111633,982.826097053724,352.97540474844766,627.8546685041687,792.0656958487583,1822.1138565299543,997.849727264818,354.76372917427426,634.2228868154493,809.5961660327729,1849.953376778114,14847237,40133602,7804096,60198705,3196138
2020-06-23,1000.5856323242188,363.608642578125,646.3763427734375,785.6287231445312,1836.68798828125,1003.1775273870584,365.68695276006554,649.8295212299687,805.190691738158,1844.5389662366706,975.8661274827701,352.05708949706536,620.7688002460769,783.4374068767237,1813.8568112209923,997.417656416415,356.6970391823317,623.9977996579413,798.913494999988,1829.1978887288315,14415256,32493320,12157390,37962078,4205944
2020-06-24,991.1779174804688,336.493896484375,640.5463256835938,788.8015747070312,1842.91455078125,1015.1773827947658,367.3303028499174,651.8925236607464,809.2766232247192,1862.8128745509034,988.8260167536233,333.4972486400566,636.2858832793617,781.4287797470009,1833.3489598928354,1006.5375752816188,367.3303028499174,643.0128976018334,792.4765911559525,1835.514781076196,19714623,57955780,10220838,51586221,2560937
2020-06-25,987.5780029296875,339.29718017578125,628.3030395507812,784.2592163085938,1819.361572265625,1007.0175699375379,343.74381578750274,632.8773866775183,798.4570682624188,1858.9776718676578,966.6984679953296,327.21394726353833,622.0244938307877,782.0450773747433,1813.1800423301415,981.0021728356148,334.3672152475701,632.2046853503762,788.4135645203479,1836.4172632284872,35323395,69902888,14945284,39679374,3043931
2020-06-26,1014.1693115234375,337.4605407714844,671.0869140625,795.1015014648438,1912.0849609375,1020.4572180192405,346.54712618568135,674.1364608342853,799.8265306871474,1923.9516477489426,986.857968131495,334.56056482013975,636.8239791641871,783.84822904161,1822.8358522174133,999.3376895183719,343.7438219993977,637.0033771494872,789.2352296715899,1827.3930988234563,19984569,34596104,26030458,30921913,6300722
2020-06-29,1032.9849853515625,331.6605529785156,656.3323364257812,786.6558837890625,1896.5633544921875,1039.2727746633527,334.07719934312144,667.9476582824034,794.2341403085753,1919.9812365175032,995.4977753833749,327.2139177676254,654.8523714393225,783.1863300198712,1887.2234768654685,995.4977753833749,333.7388629520611,659.6061718226966,788.8928448462023,1902.2937868057998,23002978,27384244,8954428,25621946,3076341
2020-06-30,1023.1932373046875,339.7322082519531,660.0994262695312,777.9591674804688,1878.9659423828125,1035.3850366688869,342.6321843206848,662.7902316856082,794.8047827913738,1905.812826328568,1014.0255113590383,334.75389240056467,649.6052741979158,774.0558665563566,1872.5589190763976,1031.0170868663977,335.4305652833016,657.2740586848199,792.9787462997211,1895.0741608768544,17873065,47526095,10411290,30276420,3071725
2020-07-01,1041.1927490234375,351.9120788574219,656.4668579101562,793.2526245117188,1887.89990234375,1052.1365283206846,353.55541040506523,665.7949506195355,798.4569855514693,1907.6627294899088,1018.8253183217121,339.87719605291016,654.5384254406265,779.7623903467077,1876.574534688087,1023.1931505690462,342.4388356418164,661.2654390628323,785.2178585764664,1876.7549738692946,17423359,36922617,5477468,28464103,2503466
2020-07-02,1045.80078125,350.7520751953125,678.62109375,806.9088745117188,1946.647705078125,1066.7762916465206,358.5336650428684,686.5590024538471,810.2321403347325,1953.7317628761366,1041.768800545438,349.30208731066887,659.6061128936196,795.3118474102263,1893.2698561266209,1046.664785485613,353.7970438530483,661.355092591897,798.955988221861,1896.8795222012188,18477248,50964311,17263756,28789533,3758699
2020-07-03,1030.9691162109375,348.9637756347656,684.0924072265625,819.5371704101562,1985.0003662109375,1051.9447453314622,354.9087204830979,685.2584118999906,821.8749564596307,1989.8283826128225,1027.177247079326,347.80377344481155,674.9436583177264,810.4154218093651,1949.4452442355328,1049.2567579978536,352.49207383742777,677.1859960530013,815.8242838508609,1952.5133722090955,13798627,28779044,7796572,29434266,4185208
2020-07-06,1058.8564453125,349.785400390625,685.2584838867188,848.8276977539062,2042.3482666015625,1075.0801078481018,355.5853516603325,695.1247709583862,851.6696207450389,2048.39441098006,1055.9765093778333,348.4804054549253,683.0161459158852,821.4623903068143,1989.8276886779781,1063.608292730743,355.5853516603325,686.3348170616347,827.37551064972,1989.8276886779781,17779108,33334074,8810958,47016185,5190366
2020-07-07,1060.9202880859375,363.511962890625,712.301025390625,835.8325805664062,2048.39453125,1067.2080771003968,365.3969590029739,714.8124326999484,854.5803362405326,2077.9938279303915,1049.3045713951003,350.0270928179442,686.6486489061626,827.9714163800523,2014.3283182531868,1065.0001968085164,350.8970796774591,690.1018818579843,852.5864010549644,2052.996942192049,12174925,46030825,19362533,35189589,5630055
2020-07-08,1065.9122314453125,356.6487121582031,694.8555908203125,824.1668701171875,2002.37158203125,1079.8799671638103,366.36361955751954,704.0043392349402,841.1039525059666,2052.4556902352074,1060.7763692934038,355.2953664806178,692.613253206167,820.499814095421,1992.1744533708477,1062.6963265228942,365.3002891680226,704.0043392349402,836.1076265653826,2048.4851463600503,15028175,46315597,8476642,26204095,2793358
2020-07-09,1079.9278564453125,358.00201416015625,701.1341552734375,836.19921875,1989.2412109375,1084.4877546992495,363.4636292853053,708.5787054066435,841.1267983499372,2025.4731327371371,1062.9362824572274,353.12037058805885,695.1246793546186,818.7807950189424,1977.2390315810915,1073.2560521898217,360.99866168459874,699.6093547052935,829.2089581972454,2011.4856818316234,10057242,35144463,6854166,36418942,3443998
2020-07-10,1060.872314453125,348.33544921875,701.268798828125,860.860107421875,2005.485107421875,1075.1760188552298,355.92372549493393,708.4891713400973,863.8624979764214,2030.3015575897693,1055.5445035991938,347.0304541457623,693.7794114363734,836.199233068078,1963.6580205577525,1073.1600872568536,352.73373426095503,693.7794114363734,838.147398130084,1990.0536993726948,8781489,27864858,5206452,43759967,9610320
2020-07-13,1037.0167236328125,341.81048583984375,714.9021606445312,886.96484375,2003.3646240234375,1068.4560179618795,354.7637051411675,722.3467115477273,892.7862418610986,2025.8798715679632,1028.4249633542368,340.7471554830015,705.035873852576,870.921519889883,1994.340459050359,1065.480108195186,351.96040110955016,706.7849083691564,872.4570881587463,2003.3646240234377,14961057,32379935,10804688,69608392,2963503
2020-07-14,1016.4733276367188,334.0289001464844,702.5244140625,878.7140502929688,1960.003662109375,1026.1211595399898,340.69886873983904,723.288483436291,890.0360328418565,2020.5107383322093,1007.9775403762396,329.24395730786995,700.8202154819782,865.100172860522,1953.7319108929132,1020.0732474237767,339.7805311798606,711.224695444107,886.5065292705797,1994.3406573087013,13306337,34031256,8961822,67331128,2976738
