Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-15,1011.00146484375,334.2705383300781,745.3082885742188,845.2523193359375,2015.9073486328125,1035.816887696822,344.903783128896,761.004654009495,907.0419425957421,2039.4604982659118,1008.0734833011442,332.2888999630577,712.8840603629454,824.1668980523797,1968.259952183117,1027.3690293198724,337.8471870169852,716.6511990163274,888.3171015613409,1971.7792870402732,10487197,30442553,30060599,139669773,5569321
2020-07-16,1020.0253295898438,333.1589050292969,817.10791015625,844.9772338867188,2021.198486328125,1022.8572196449846,336.97721857942605,857.02152376981,856.7117515191795,2110.0597689242713,992.7138675389756,329.63060678048976,802.0842466050785,830.7903538072194,2007.9485208098154,1011.4814964345735,336.34889634335053,807.3312952609408,846.6273786425686,2029.564561279925,11831228,35535437,90432109,60961724,8582118
2020-07-17,1054.488525390625,342.0038146972656,810.0669555664062,876.28466796875,1990.44775390625,1059.8164538942149,344.1304755032166,825.0906184562349,880.0892159195847,2029.4742795004297,1015.9454754575162,333.93223866122935,800.200669489504,842.502042643245,1980.770283145389,1016.6654594615204,334.4638891126768,817.1078741870934,845.7107318699527,2023.233727360346,14202869,27511781,31682878,49726765,4509135
2020-07-20,1087.703857421875,350.8970947265625,838.0064697265625,880.0432739257812,1996.9146728515625,1106.7594102078133,354.13540714815997,847.6036864372538,885.5896883509943,2014.0990473532795,1079.160023990742,343.40549008708354,813.2959181766984,870.7611183224751,1981.448868286457,1089.5757689174231,346.06380141076966,814.8655546330637,879.0807096490378,1990.6741199094427,32562048,36312529,18421053,36592938,2952646
2020-07-21,1092.983642578125,366.1702880859375,840.2039794921875,903.7186279296875,2012.4254150390625,1111.6071330001369,367.2336185104378,851.819300325729,906.2168211609516,2024.7256735748497,1088.61569323133,357.712024822996,833.4321302380965,887.652448936031,1990.8091542121906,1105.9433532118312,358.63036234871925,847.6036942835518,888.7983963419516,2016.9023514327987,23756211,45559912,12877784,42173371,2665286
2020-07-22,1081.2718505859375,368.39361572265625,823.296875,918.5930786132812,1981.5841064453125,1098.6954852570034,376.51354244533803,842.222186581256,921.343340230338,2017.8069969671715,1072.8241093894317,362.786977878364,816.2110647379584,898.7452067309448,1975.4791323397417,1092.93561377466,374.00022406686776,842.1773507683737,908.9670720198112,2017.8069969671715,12359006,45500191,14354201,59771457,2861534
2020-07-23,1085.159912109375,379.171875,814.3723754882812,943.25390625,1963.721435546875,1098.1196241556218,382.4585086793334,821.4132953401411,953.2923885715925,1981.5841378424964,1071.576190490589,366.21865432257863,807.8247590776106,912.7945477554779,1956.3050666039974,1079.976003853897,369.7952738118217,821.2787878986804,918.5701154181413,1981.5841378424964,10074561,37838027,13051307,58333751,2265766
2020-07-24,1074.31201171875,369.07025146484375,827.7366333007812,983.7517700195312,1951.2401123046875,1077.9599772180209,375.74021958174296,830.3377672970867,991.4754423941085,1956.3050681192435,1057.1764174025955,359.7420016275469,810.1567251537601,943.2539282584995,1922.0268568218314,1077.9599772180209,375.35353253142756,810.1567251537601,943.3455895038911,1948.6173228215027,9799220,52980980,18209580,120597372,3665100
2020-07-27,1036.296875,346.5471496582031,850.6981811523438,988.3584594726562,1995.919921875,1058.8563715840667,372.93692080285325,854.5998272816986,1007.8854568037684,2003.3362919766041,1032.3129404641347,344.71050399796707,823.9695237770862,975.386332288898,1956.7575926371933,1055.8324156262468,372.1636056301484,826.5706029484631,998.7178774688866,1958.1142537830015,18985047,73275058,16827870,80304827,4248480
2020-07-28,1043.1607666015625,340.36053466796875,863.614013671875,998.213623046875,2089.03125,1050.6006007335511,350.6554439380139,867.8296199546201,1005.685226906141,2098.3017642602013,1017.0973242376826,331.75727812539856,844.1953999276847,985.8144392147681,2003.3355206191147,1035.816906892364,349.06046298069685,848.5006778303394,988.3584631011929,2003.3355206191147,17798225,125939354,15818463,55114422,8092319
2020-07-29,1021.9931640625,339.34552001953125,855.8106079101562,961.0619506835938,2058.55224609375,1044.9366753646257,345.7254732490139,861.0576561042127,1000.5513359018751,2118.200064552108,1013.3054282989704,336.590566363691,846.3478992479372,949.0523879135477,2031.4190257963278,1037.736836076399,341.4238597951048,855.00334445973,998.3053323327022,2072.978030723071,16796043,50194622,11152710,72663399,6090431
2020-07-30,1008.6015014648438,333.4488830566406,862.3582153320312,966.6541748046875,2061.672119140625,1040.2807940693453,342.7771322881695,872.4038988474762,980.795164282101,2132.6706983696395,1004.8095158270113,329.0505688956064,859.9364797465428,949.762863113244,2055.114925517563,1031.0169774919614,341.617130212713,862.8515186609378,962.1391312088373,2067.4604500146465,13478133,40820253,12492320,72857444,7098496
2020-07-31,991.4659423828125,335.2372131347656,866.4393920898438,947.516845703125,2063.390380859375,1015.3693157129144,341.2305086562392,884.7817276435601,975.8905479210216,2111.6876339973032,979.2261566721098,330.64558447721,855.0483042469931,940.9620360562577,2041.7290759652483,1015.3693157129144,334.8989062021687,869.3544314524648,969.2440770285029,2083.0619609000273,18863348,37345191,12704346,74958061,4723290
2020-08-03,961.8985595703125,331.80560302734375,858.2772827148438,920.8849487304688,2038.744873046875,985.8499788253786,337.70222707293,865.901231630033,942.8871623225848,2083.69575154765,953.2587521490223,329.1472915682754,849.8012344425706,918.1804571843328,2017.5357832364987,984.890000223013,335.23722965628974,861.0577598331404,940.2743926384883,2071.5761139340684,15891771,32119883,8479792,46715383,4012337
2020-08-04,999.9617309570312,339.29718017578125,851.953857421875,985.79150390625,2034.719970703125,1018.5853392122193,341.42384096836815,870.6549887408188,993.3089382351606,2052.7635164847843,962.8585346734641,332.7239132715533,843.6123712105305,916.8741316177221,2012.4255982697773,967.6584276678483,335.4305456438635,861.461403160962,926.2021785970436,2043.990486839663,30153084,30811518,11133170,92041055,2927928
2020-08-05,986.426025390625,340.45721435546875,847.3346557617188,974.7216186523438,2043.5833740234375,1013.5454199632453,347.99714060180804,861.9098520972835,1006.6019069434171,2080.213215425495,979.178140321157,339.05554740578935,841.594248845573,970.9858169218242,2037.7045105885393,1006.009494449141,341.6171871240916,853.8822714743185,994.2256997045323,2044.0355942876604,16610680,37057881,9614176,74549993,3800641
2020-08-06,999.0496826171875,346.788818359375,870.7894897460938,978.2282104492188,2087.53955078125,1012.7774234776165,351.6221119950457,873.9736534020191,993.62978425042,2097.850085858038,985.1780387146008,336.9772381789801,845.3613995204197,966.1728175015461,2048.8747130272377,995.4978086694675,341.6655389055973,855.2276864113742,988.7251198310724,2057.6024769678966,16823444,48021824,10976491,49322975,4748047
2020-08-07,1002.0735473632812,346.0155029296875,852.8956909179688,983.8892211914062,2076.007568359375,1005.2894519448726,347.65880506458774,869.5338276820864,989.09184536742,2105.5374620522934,979.7540469359153,341.3755233427194,851.1914921654328,971.8568039334315,2068.4554019388297,993.4337407462364,347.4654910193494,869.5338276820864,976.2572103779003,2087.448652240848,12418392,28510964,8010948,32984416,3165491
2020-08-10,1008.6015014648438,351.42877197265625,853.29931640625,971.6962890625,2064.656982421875,1021.4171918542337,352.7821178042779,858.1876244001628,992.3921475893915,2102.824330407346,1002.0256717399769,345.43550550439204,847.8728691676018,966.3103426642178,2058.552008559402,1002.2176205787781,347.51381588854883,851.1018688697616,989.6877167356055,2096.493246401819,11086427,22856010,5716319,26958997,2929353
2020-08-11,1023.961181640625,355.10205078125,850.6981811523438,978.0906982421875,2062.033447265625,1028.1370650504916,361.82031050579593,862.8516418743188,990.1002603201475,2091.0660705661635,1006.537546877162,351.9120596277977,848.5903506357372,962.7578706897712,2058.1445304437857,1006.537546877162,357.6636902301799,851.9987481103216,978.54906505392,2064.8373006498923,10068074,45446107,6802442,46828306,2774423
2020-08-12,1021.1292724609375,354.61871337890625,856.5281372070312,975.248779296875,2041.638916015625,1023.3372702933153,356.4553588192472,859.9813152527536,983.2246412113215,2076.957142016805,1006.0576540969929,351.6220658183082,845.0922153160517,965.7144943686205,2031.8709141424274,1022.3772916157419,353.5553830186838,850.2944276587203,972.223473268125,2069.676572408489,10333216,25706005,6908726,30264617,3415751
2020-08-13,1016.6654663085938,355.7787170410156,853.1647338867188,972.7047729492188,2039.0162353515625,1028.4731337428477,359.9353670845412,868.6817011829925,980.4284448557278,2080.213552255105,1014.217473804534,354.0387432088955,850.518764219693,967.1812739113575,2035.4437388478755,1025.2091827990673,356.6487334571576,856.393678560141,975.432119191954,2055.7936540329797,9946370,26257336,5097703,24830322,2695682
2020-08-14,993.0498046875,349.3504638671875,855.3173217773438,968.9231567382812,2027.8912353515625,1023.2412016276626,359.40370889572335,863.7485339337172,988.7251372439143,2063.3002144012703,986.1860515228814,342.3905386167013,853.9270832687333,957.6699206852704,2019.7062252466444,1023.2412016276626,359.40370889572335,857.3354258285908,972.9339422731531,2059.411075980586,10462256,28893259,4663873,33224635,2270405
2020-08-17,991.4179077148438,348.1904296875,858.8154907226562,958.632568359375,2038.066162109375,1005.0976028830224,354.1353740096052,872.2246834849446,964.8894181914117,2053.0799629379476,979.3701878992524,342.5354711371742,855.7658890144243,948.8919850475611,2024.3639766721856,1005.0976028830224,353.79703760914356,855.7658890144243,964.8894181914117,2046.7488793517953,9780506,24232497,9008210,30979066,2625630
2020-08-18,1014.2173461914062,357.2286682128906,867.82958984375,971.1004638671875,2052.8544921875,1019.1612592004469,357.66367637608226,869.3095547329589,978.3199383700347,2070.2649774720508,981.0980859513651,349.54375016377617,859.8917356969163,954.5071119789246,2033.4542813182914,986.8579572974592,349.8337359391847,864.5558094065384,955.7218052806868,2046.5686728313296,12020412,26517363,6141761,30547672,3493374
2020-08-19,1023.9131469726562,361.96533203125,860.4298706054688,977.0593872070312,2040.9603271484375,1026.9851487905366,363.31864819913017,871.4173260928462,987.3500592147562,2066.28465874778,1013.9773919418485,358.05034692050253,858.7705624909199,972.3839363208823,2037.252033125703,1022.3772046561596,361.5303238522514,870.8343510974048,981.3911084302417,2058.8230253301167,8857812,35790233,6622744,34087543,2843005
2020-08-20,1016.6173095703125,355.48870849609375,856.7076416015625,961.2452392578125,2037.5693359375,1026.1690495048806,357.32535397919827,865.9908986273911,973.5527612563341,2059.0045365401797,1009.897459554267,350.5104224892304,853.2544083822468,957.0969013050257,2025.9924507209366,1012.7293494727895,354.76371452907244,860.0711484579609,971.7650639658618,2041.3226765488248,9608367,68444775,5656501,22537845,2895164
2020-08-21,1042.20068359375,358.7752990722656,851.0120239257812,954.2779541015625,2033.7255859375,1045.2246393104597,360.56362321072555,864.152145223816,972.6819196757164,2053.9849706838,1021.9930892631608,354.81199329245413,848.9939199223368,952.0548051586528,2026.897014021649,1022.7611189383134,357.66364768892345,863.7933492809292,970.8483916494755,2044.0361223009195,14462151,34109928,6513773,25280895,1975294
2020-08-24,1072.3441162109375,367.6686096191406,849.75634765625,960.6494140625,2033.2733154296875,1078.0078960667968,368.49027534079784,853.8822272767743,964.6601996727435,2043.9908057096757,1042.2007654589959,361.38532863011915,842.4014687833125,949.0753028246934,2016.9028497153304,1042.5367345239372,362.3519872438148,849.3975517133458,958.6554789127642,2035.5344172791442,18389870,32907235,5798574,32717218,2167966
2020-08-25,1074.8880615234375,373.46856689453125,841.4148559570312,954.3925170898438,2028.343994140625,1081.8959526336205,376.8035214616789,850.8775657385894,967.7772411798499,2034.9917220904138,1061.928349579734,368.6835948850444,837.3786477166018,952.5131584674807,2020.1137156621662,1074.216123333648,369.7469252760504,849.8460684015373,965.3477938461768,2030.4695182635462,13800869,53072303,6233918,19388008,1663419
2020-08-26,1073.68798828125,376.36859130859375,852.805908203125,979.695068359375,2038.1571044921875,1086.4557501782842,378.591894640035,855.9003453416431,984.5768176460978,2043.9454366111004,1065.0962269253866,371.39030463161254,841.6839454698479,938.3034092544697,2004.6475326080847,1076.135980516772,375.25693964287314,844.240188685168,955.721834075423,2027.7560365083134,12595031,37163882,5153601,59870421,2618149
2020-08-27,1067.592041015625,379.12353515625,849.4423217773438,967.4563598632812,2033.5443115234375,1084.6797047830696,384.19849307980974,861.9097407765869,985.5165347685125,2068.7724522238063,1061.976190361198,374.6768994565433,847.7830138451276,964.087263551759,2027.5298693998532,1080.7438164636771,376.94855318901006,861.0576415365689,984.5997404631746,2049.4625556195238,10322998,36910405,6154280,28085062,3579393
2020-08-28,1069.896240234375,396.0400390625,838.8585205078125,970.0003662109375,2024.63525390625,1079.9760163873234,398.16667027623674,854.3306503968901,977.6782076890348,2062.079000959085,1051.176655950328,379.8001569299177,836.8852524136245,965.4624072556715,2021.5149784536238,1067.4482477232714,380.76681552709243,853.3888795264693,971.7650876118646,2051.632669391023,19348305,83472297,7593610,27166900,2941136
2020-08-31,1071.192138671875,381.4434814453125,832.8939819335938,953.7507934570312,2041.549072265625,1102.8235050723267,407.9299206287766,852.5368841716236,996.5176127664311,2058.688181905417,1056.6484388841782,374.58019962950453,820.3368894786724,944.4227466139646,2015.0941778747647,1084.2958705040553,401.01831768401564,838.8586227475129,996.5176127664311,2025.9474678812715,19250583,72744175,12808355,62076132,6018154
2020-09-01,1082.183837890625,377.9151916503906,819.933349609375,956.753173828125,2031.690673828125,1097.8314175340772,386.3251037743566,838.6344269652599,972.8651829213985,2060.3161367452626,1063.6562054878686,372.4535469577206,818.0945886208987,945.3623854476888,2027.1232036385125,1082.8557759840396,381.54016140212065,830.7862438252107,962.5974872222503,2052.1761695676037,14438942,34872793,6907773,38616258,3610908
2020-09-02,1088.7596435546875,379.31683349609375,828.7681274414062,975.5238037109375,2048.693359375,1093.4155158612832,380.8634931755026,830.9207938260992,980.0159320402927,2051.949433577343,1075.8478623672613,368.39360297916323,819.3503078113903,955.7218230629769,2027.439007115356,1079.1118127172551,374.3385475436888,820.6957106156783,958.9304515139365,2032.277852230651,9880841,31295799,5678118,26949439,2084137
2020-09-03,1085.6400146484375,369.98858642578125,839.1277465820312,968.1439208984375,2079.760498046875,1100.0876248288996,379.4618290920397,851.5503324102391,980.3597213059733,2101.919285697298,1082.8560527778957,368.3452549734336,828.7681555861211,963.9726675429974,2051.2706282106165,1091.7358564021824,379.3168361992043,831.010493669417,975.4321414595879,2051.2706282106165,9916681,26135555,8827948,18586429,4654146
2020-09-04,1074.504150390625,360.128662109375,824.41796875,952.1693725585938,2070.083740234375,1080.3599967217617,367.2819595973191,833.7012256966667,961.1994601119133,2102.146116128929,1060.2004450610364,356.0687135487347,820.2023625770132,949.8545623922631,2046.7038618264417,1065.5763020669176,362.49698756147546,820.6956659628295,955.0571867499652,2057.6024154859906,11830685,33118984,8650342,28475945,5231303
2020-09-07,1066.05615234375,360.9503173828125,829.7098999023438,954.6445922851562,2104.6787109375,1074.6959590714346,364.2853013717189,831.9522379134006,965.2331628441784,2119.5567158368112,1055.0163993028198,356.69702541875654,818.9466774492709,937.0427850988863,2065.1546977145053,1071.6240746644316,361.62699020667395,824.1937812418921,955.263426894844,2070.2646991894435,8807733,22323904,6700385,21926473,4620401
2020-09-08,1067.9281005859375,363.1736755371094,842.4912109375,965.85205078125,2123.807373046875,1074.0240581806415,368.58694051018125,853.8822987712849,972.2234772182792,2162.019988402075,1058.856350081585,356.8420435238375,830.1583521054567,953.6591047502961,2104.678542678549,1069.4161142256444,359.9836842136046,834.1048888295423,958.930475011052,2112.727975695367,7312459,32052920,12891964,27397082,7453998
