Stocks,Max Sharpe Weights,Min Volatility Weights
HDFCBANK.NS,0.12434703451932771,0.24208977187534292
ICICIBANK.NS,0.2999999999999998,0.15744309190880199
INFY.NS,0.29999999999999993,0.09318807136604154
RELIANCE.NS,0.19993063542869266,0.20727906484981348
TCS.NS,0.07572233005197994,0.3
