Returns,volatility,Sharp Ratios,HDFCBANK.NS Weight,ICICIBANK.NS Weight,INFY.NS Weight,RELIANCE.NS Weight,TCS.NS Weight
0.2067416278767305,0.1637125623148467,0.8963370055531948,0.18911228684991946,0.2726730332625317,0.1091147487135557,0.10234302597532946,0.32675690519866357
0.20250179136556726,0.16536225543013894,0.8617552475617412,0.19197467611641073,0.19919382700021676,0.23372205399545948,0.10430866049278424,0.27080078239512884
0.17765847327953435,0.16586505056828643,0.7093626588386955,0.3608728010743252,0.08379203953336811,0.05286867241215474,0.2930526151234296,0.20941387185672242
0.207099450529091,0.16563784239050286,0.8880787651308191,0.1912918861099835,0.2015090211387063,0.2380015481694837,0.24844033594912548,0.12075720863270106
0.18788649422797546,0.1617310409011881,0.7907356158432787,0.18989549159092095,0.1436934452677975,0.10203470945573759,0.27196257695066783,0.29241377673487623
0.2147224545361265,0.16944907558572822,0.9130911691391839,0.18286358844219905,0.22234709560121396,0.2912773270143534,0.2611055503033157,0.04240643863891773
0.19382807973042512,0.16808426333740287,0.7961963664723698,0.25503412725329333,0.10137662376996678,0.3251674599685723,0.1453594538788802,0.17306233512928734
0.22214157105383242,0.18141637848295092,0.8937537636331446,0.012650509008318128,0.3593867877988072,0.021182595699879403,0.45512407417732453,0.15165603331567087
0.18641514342820215,0.17133850422398827,0.7378093091261116,0.22899555504234834,0.1380529914984155,0.024870963867918486,0.42662122108456874,0.18145926850674884
0.21253203263018275,0.17314782802183767,0.8809352931123409,0.16368875339161404,0.17187284797571534,0.39591737766854707,0.2549403749564592,0.013580646007664529
0.21276671120795626,0.16483468317729402,0.9267874227879723,0.07410789556319865,0.2912023589385153,0.13860061516741942,0.2090799065237749,0.2870092238070917
0.22326337740865645,0.17536988891806368,0.9309658483329277,0.3225325791430051,0.36614004637043,0.09160933085690758,0.0477946286608094,0.17192341496884803
0.2389630178482596,0.19141875079428206,0.9349294001014109,0.05450890135932113,0.29683677327887953,0.5651549380775434,0.049292657066176575,0.034206730218079434
0.20532311613608195,0.17158192695124536,0.8469605087100766,0.3475770952239423,0.17340657960722597,0.3115517550468818,0.06526092575077504,0.10220364437117498
0.18826382840021605,0.1720543668345504,0.7454842952260324,0.2827429129427235,0.0679295132143131,0.23203855490060776,0.38124101564677737,0.036048003295578335
0.20085484593424452,0.1680124161982182,0.8383597422232555,0.34291627835533506,0.16463224140953475,0.25769737260476494,0.10069482645650132,0.1340592811738639
0.2086839335771777,0.17467849449555103,0.8511862551057457,0.28780610104660137,0.15821839268276588,0.40760083613327297,0.08340707894190783,0.06296759119545182
0.21417748203740702,0.16809531830919028,0.9172027132475924,0.21701933674708027,0.23317238912974317,0.2614210373295701,0.22261124553163802,0.06577599126196843
0.18764537893939442,0.16698866048763147,0.7643954898892603,0.13880131800154416,0.09669097931384435,0.25368946695888006,0.21605370675108268,0.2947645289746487
